queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
1038,A_SHARE,A股,A_SHARE:佛山市海天调味食品股份有限公司,603288,海天味业,佛山市海天调味食品股份有限公司,64.81,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1039,A_SHARE,A股,A_SHARE:思瑞浦微电子科技(苏州)股份有限公司,688536,思瑞浦,思瑞浦微电子科技(苏州)股份有限公司,64.81,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1040,A_SHARE,A股,A_SHARE:山东金帝精密机械科技股份有限公司,603270,金帝股份,山东金帝精密机械科技股份有限公司,64.80,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1041,A_SHARE,A股,A_SHARE:无锡新洁能股份有限公司,605111,新洁能,无锡新洁能股份有限公司,64.80,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1042,A_SHARE,A股,A_SHARE:华利集团,300979,华利集团,华利集团,64.78,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1043,A_SHARE,A股,A_SHARE:慧博云通,301316,慧博云通,慧博云通,64.78,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1044,A_SHARE,A股,A_SHARE:宁波远洋运输股份有限公司,601022,宁波远洋,宁波远洋运输股份有限公司,64.77,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1045,A_SHARE,A股,A_SHARE:湖北万润新能源科技股份有限公司,688275,万润新能,湖北万润新能源科技股份有限公司,64.76,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1046,A_SHARE,A股,A_SHARE:普冉半导体(上海)股份有限公司,688766,普冉股份,普冉半导体(上海)股份有限公司,64.75,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1047,A_SHARE,A股,A_SHARE:甘化科工,000576,甘化科工,甘化科工,64.74,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1048,A_SHARE,A股,A_SHARE:华测导航,300627,华测导航,华测导航,64.74,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1049,A_SHARE,A股,A_SHARE:能科科技股份有限公司,603859,能科科技,能科科技股份有限公司,64.74,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1050,A_SHARE,A股,A_SHARE:振华科技,000733,振华科技,振华科技,64.73,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1051,A_SHARE,A股,A_SHARE:百通能源,001376,百通能源,百通能源,64.73,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1052,A_SHARE,A股,A_SHARE:东方明珠新媒体股份有限公司,600637,东方明珠,东方明珠新媒体股份有限公司,64.73,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1053,A_SHARE,A股,A_SHARE:昆山东威科技股份有限公司,688700,东威科技,昆山东威科技股份有限公司,64.73,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
