queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
2984,HONG_KONG,港股,HONG_KONG:KYG217651051,00001,CKH HOLDINGS,CKH HOLDINGS,66.27,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2985,USA,美股,USA:1964946,YAAS,Youxin Technology Ltd - Class A Ordinary shares,Youxin Technology Ltd - Class A Ordinary shares,66.27,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2986,A_SHARE,A股,A_SHARE:协鑫能科,002015,协鑫能科,协鑫能科,66.26,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2987,A_SHARE,A股,A_SHARE:瑞鹄模具,002997,瑞鹄模具,瑞鹄模具,66.26,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2988,HONG_KONG,港股,HONG_KONG:KYG0676D1079,02580,AUX ELECTRIC,AUX ELECTRIC,66.26,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2989,USA,美股,USA:1553643,RLMD,"Relmada Therapeutics, Inc. - Common Stock","Relmada Therapeutics, Inc. - Common Stock",66.26,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2990,A_SHARE,A股,A_SHARE:得利斯,002330,得利斯,得利斯,66.25,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2991,A_SHARE,A股,A_SHARE:顺控发展,003039,顺控发展,顺控发展,66.25,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2992,A_SHARE,A股,A_SHARE:中科环保,301175,中科环保,中科环保,66.25,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2993,A_SHARE,A股,A_SHARE:飞南资源,301500,飞南资源,飞南资源,66.25,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2994,A_SHARE,A股,A_SHARE:南微医学科技股份有限公司,688029,南微医学,南微医学科技股份有限公司,66.25,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2995,HONG_KONG,港股,HONG_KONG:BMG8760C1414,00093,ZERO FINTECH,ZERO FINTECH,66.25,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2996,USA,美股,USA:835011,MGPI,"MGP Ingredients, Inc. - Common Stock","MGP Ingredients, Inc. - Common Stock",66.25,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2997,HONG_KONG,港股,HONG_KONG:KYG4987A1094,01167,JACOBIO-B,JACOBIO-B,66.24,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2998,HONG_KONG,港股,HONG_KONG:CNE1000031D9,01749,SHANSHAN,SHANSHAN,66.24,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2999,HONG_KONG,港股,HONG_KONG:KYG9827V1068,01899,XINGDA INT'L,XINGDA INT'L,66.24,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
3000,HONG_KONG,港股,HONG_KONG:KYG2163K1076,02001,NEW HIGHER EDU,NEW HIGHER EDU,66.24,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
3001,HONG_KONG,港股,HONG_KONG:BMG1118Y1214,02886,BINHAI INV,BINHAI INV,66.24,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
3002,USA,美股,USA:109177,SPB,"Spectrum Brands Holdings, Inc. Common Stock","Spectrum Brands Holdings, Inc. Common Stock",66.24,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
